"ROLE_PERMISSION_ID";"ROLE_ID";"PERMISSION_ID";"IS_ACTIVE";"CREATED_DATE";"UPDATED_DATE";"CREATED_BY";"UPDATED_BY";"VERSION"
"00fbc617492419cb62a4e34a4f249082";"dfc40fef99dc8d3fc3991872b06532bc";"70dd0248f96af12a0b531bb1f156e2e2";"Y";"";"";"";"";0.0
"011ae67a85c12f6f098834cb4a376c05";"d561f5324cf599a722a7743cf3deac17";"aa030649d24d87e51600acdb84ccc200";"Y";"";"";"";"";0.0
"014151f4c9362f23f8936d3264464546";"dfc40fef99dc8d3fc3991872b06532bc";"8ae26fd2d441c711303dc0e5ac71016f";"Y";"";"";"";"";0.0
"026c61b462e2d4f79767b0964de95f5b";"d561f5324cf599a722a7743cf3deac17";"4134994aa442dc4da0f8ae3ea01f5ae1";"Y";"";"";"";"";0.0
"026df6cf63c0327a4ca1ceadd3e68b6b";"dfc40fef99dc8d3fc3991872b06532bc";"3810e8ef05fa57149f644c382a6305a3";"Y";"";"";"";"";0.0
"030760b33a2025b9b2e35c1718ba8e21";"dfc40fef99dc8d3fc3991872b06532bc";"20d3b1c22d1f2e6e21fc2718bdb67b2a";"Y";"";"";"";"";0.0
"03182db6e226435f0ac7794f1db714c8";"dfc40fef99dc8d3fc3991872b06532bc";"e8b4a181c7a68c4f9715da055eba5ef3";"Y";"";"";"";"";0.0
"03a7cdda742d68f298af0842a5aa05dc";"d561f5324cf599a722a7743cf3deac17";"d20d563541018a9252a2b3bb0547b8b1";"Y";"";"";"";"";0.0
"052de2f2f3683d4034b243f18ceaad43";"d561f5324cf599a722a7743cf3deac17";"2349ee8fa2632e1639a0edd59bf9a22d";"Y";"";"";"";"";0.0
"06004d6b0286a3026f89d331c1e4b274";"dfc40fef99dc8d3fc3991872b06532bc";"e10c4481534c57bc8479e42bec4d962a";"Y";"";"";"";"";0.0
"068b51029fabc526c6960b9809193c1b";"dfc40fef99dc8d3fc3991872b06532bc";"7a74e45c069d2aa86c35318c59fe82d1";"Y";"";"";"";"";0.0
"06e5cd1cdf3a52a455ef4cd7126c49fe";"d561f5324cf599a722a7743cf3deac17";"eea6d45b564c4c3ddd1381a9ec4d5c77";"Y";"";"";"";"";0.0
"08e6853987b60a82bd2b09173c86541e";"d561f5324cf599a722a7743cf3deac17";"ac86f321b52b8e3110262a412f4ed5d3";"Y";"";"";"";"";0.0
"098e746c14f3ef07d4bdb6538321988a";"dfc40fef99dc8d3fc3991872b06532bc";"3d9bc3356a5bc9ce55e77501f25eb0c6";"Y";"";"";"";"";0.0
"09b0e759fdf08618d0ebb1673303e65f";"d561f5324cf599a722a7743cf3deac17";"a42546fc4021565cd667e69213dbdd55";"Y";"";"";"";"";0.0
"09cadfbf92b327a1e99140ef425e1579";"dfc40fef99dc8d3fc3991872b06532bc";"721899f6d0d427440ca6b62eaecee8f2";"Y";"";"";"";"";0.0
"0ac1228ba4fb273d874337d7c3218f15";"dfc40fef99dc8d3fc3991872b06532bc";"0d2ad663b6567113454c5345838f1bb2";"Y";"";"";"";"";0.0
"0ac7edbfa3d73c8e38e1542e27ea7b22";"dfc40fef99dc8d3fc3991872b06532bc";"7b828d600f6d73d01d151f711d409d0e";"Y";"";"";"";"";0.0
"0aeabf3caf46b247a413b4d64e6c7ac3";"dfc40fef99dc8d3fc3991872b06532bc";"9259690a79f7c1f1d1e7204e6677d7fc";"Y";"";"";"";"";0.0
"0af39a254e46456473fafbe789d826cf";"dfc40fef99dc8d3fc3991872b06532bc";"a0c12fe358d4b4dd0b61295f4395522f";"Y";"";"";"";"";0.0
"0b0c2d9922cfcd07a9a6964f731229d1";"dfc40fef99dc8d3fc3991872b06532bc";"d5a755282cab77b2d048186a46418a51";"Y";"";"";"";"";0.0
"0b3e6f184074f00cf2823e90462015c0";"d561f5324cf599a722a7743cf3deac17";"05f84ac3c0e749d59e7e5645edaf3266";"Y";"";"";"";"";0.0
"0b5b2af1fb65b7bdd89a675a4efb4270";"d561f5324cf599a722a7743cf3deac17";"fd6b88e204966fe6d839a4621fd7ca30";"Y";"";"";"";"";0.0
"0c77bc1176153cb846f8a00747df76b8";"dfc40fef99dc8d3fc3991872b06532bc";"649a085db3ab7b6cb5d3724123c4f437";"Y";"";"";"";"";0.0
"0cf82791a731468019ec2dfd9e8820f8";"d561f5324cf599a722a7743cf3deac17";"ba55261e363936429d6b6e47a72b8246";"Y";"";"";"";"";0.0
"0d0fa5f81766ddb157e310df2119c993";"dfc40fef99dc8d3fc3991872b06532bc";"8bc2ef7eeca6eec32caf245e9485413b";"Y";"";"";"";"";0.0
"0e91199539ed1e4563eac30120650bdd";"dfc40fef99dc8d3fc3991872b06532bc";"32e1a00fdfc66a74a43caff19e2b9e27";"Y";"";"";"";"";0.0
"0f1724cd4cabf2c342c95778ccc5660c";"dfc40fef99dc8d3fc3991872b06532bc";"3205ae05d9e47166069cd788b18ef8b2";"Y";"";"";"";"";0.0
"0f793ec84394be57b7579fc595c782dd";"dfc40fef99dc8d3fc3991872b06532bc";"a34b20e04568f9098f5c33444632c3b4";"Y";"";"";"";"";0.0
"108007a65c15e2970aa8c14e52e2179e";"dfc40fef99dc8d3fc3991872b06532bc";"a89b3a3fe307180ab24b8226db3df4d7";"Y";"";"";"";"";0.0
"11a3fb2ef2d119b46a052d146eec5f23";"d561f5324cf599a722a7743cf3deac17";"94531bb6d9caf49db1b95dfc9d6e3c13";"Y";"";"";"";"";0.0
"120e67bb0e9a69e3b84a00c01e09dfa9";"dfc40fef99dc8d3fc3991872b06532bc";"0a46715a61ff7487012b304737ed5b18";"Y";"";"";"";"";0.0
"127502f138fa862ce2f9ad5946407427";"dfc40fef99dc8d3fc3991872b06532bc";"58dd701bb41affc66a47201b3656a359";"Y";"";"";"";"";0.0
"12de7772e68b37f8902f2e0a32b71b27";"d561f5324cf599a722a7743cf3deac17";"29cd2b921df36e27e54b8165c8d701a2";"Y";"";"";"";"";0.0
"13603d0c463ddc8fd0f4d0b0bf1f732f";"dfc40fef99dc8d3fc3991872b06532bc";"50d7149f722952c8faac84d9852db314";"Y";"";"";"";"";0.0
"13948cd3c778bce61fb41b554939a9f2";"d561f5324cf599a722a7743cf3deac17";"cbcfc1a2bcc5560bf90f70919462e487";"Y";"";"";"";"";0.0
"1468fe12c7fef2e3348d551bdc75822b";"d561f5324cf599a722a7743cf3deac17";"8e0cbf4bd3911d7255af8df4598b6606";"Y";"";"";"";"";0.0
"15f928c51da77ac0aac2ae8ebfd0de3e";"d561f5324cf599a722a7743cf3deac17";"3775787cfd784e43c3939474c1ef438a";"Y";"";"";"";"";0.0
"163d62abdd6aef2b8b06648c2108e4e4";"dfc40fef99dc8d3fc3991872b06532bc";"dc4937248a082d92b4df7a194de8b494";"Y";"";"";"";"";0.0
"16aa643f12ecb1ce4cfd65deb737095c";"dfc40fef99dc8d3fc3991872b06532bc";"e9bde3e8706edcb4378a67ee3d0a090d";"Y";"";"";"";"";0.0
"176c19527d170363041de95a3b3076d9";"dfc40fef99dc8d3fc3991872b06532bc";"195005139d65edfc5cf036725e4d614e";"Y";"";"";"";"";0.0
"1a4539c176984dd676cbe161f16f8a6c";"dfc40fef99dc8d3fc3991872b06532bc";"e746ee6de3494eb04e3e79221f28a0ae";"Y";"";"";"";"";0.0
"1adc5010c79816539e0fd32d29f8c16e";"d561f5324cf599a722a7743cf3deac17";"e7280682c15cdc7f5b7721d9e14df316";"Y";"";"";"";"";0.0
"1af14768558b0f6c27d6ed88e72541ca";"dfc40fef99dc8d3fc3991872b06532bc";"1684031625eca79016ef209ee800d96f";"Y";"";"";"";"";0.0
"1b5f6d2c7460a91dc00acfd2fb7a8237";"d561f5324cf599a722a7743cf3deac17";"83bf32b3ba8b423b7b7877b29666a73a";"Y";"";"";"";"";0.0
"1c20dd8fcc90050791bec2daecb52090";"dfc40fef99dc8d3fc3991872b06532bc";"a561b5e725bce25be1fc9c75d51538be";"Y";"";"";"";"";0.0
"1cf1fb9a0fc9b5b9bbc9596c3cb9efb4";"dfc40fef99dc8d3fc3991872b06532bc";"2d20551ea953bb373c78241e3b06d27c";"Y";"";"";"";"";0.0
"1ee9f3d26068fd23af5f38aa37a6fa67";"d561f5324cf599a722a7743cf3deac17";"076b9052df4f9d7837838276b9b616cf";"Y";"";"";"";"";0.0
"2092c2ec410afae31ff1732f908496ed";"dfc40fef99dc8d3fc3991872b06532bc";"29d736f7b77e68f3f7951ad302a8b2bb";"Y";"";"";"";"";0.0
"22173e67fa357f2f119f810f2e17b960";"dfc40fef99dc8d3fc3991872b06532bc";"7c3bf3838e4dec8d54edf8f7db6ecd64";"Y";"";"";"";"";0.0
"232b34b5a062f0f965bb1f2939d209aa";"d561f5324cf599a722a7743cf3deac17";"3381f3ad07e84c143ac549f47bcbbeca";"Y";"";"";"";"";0.0
"247b19095d2e4036ad61fe09d7ecd359";"dfc40fef99dc8d3fc3991872b06532bc";"0cfb66db24080789af5e950387656a35";"Y";"";"";"";"";0.0
"256fdaef2a688036a0da1525d4b038c6";"dfc40fef99dc8d3fc3991872b06532bc";"e62dce916ee769aa2ac073c8ed5b84a2";"Y";"";"";"";"";0.0
"27d509b691a8880d2fec60a23496d599";"dfc40fef99dc8d3fc3991872b06532bc";"af2baf5d5c5563aaccfe7835b24af061";"Y";"";"";"";"";0.0
"282d503c1f6ba22dc28e8cbfb7c22a0e";"d561f5324cf599a722a7743cf3deac17";"a4eb80cf283f2d7523df5c960db12401";"Y";"";"";"";"";0.0
"2845faf4eb07477b9842ad372fb8a389";"d561f5324cf599a722a7743cf3deac17";"f0b1290650220b835afcbeda62524676";"Y";"";"";"";"";0.0
"28a30c27c0fede0d2e38bba63d2e3ed8";"d561f5324cf599a722a7743cf3deac17";"db639ded455c98c1646d898f267e6bfc";"Y";"";"";"";"";0.0
"29088d9c3db8b8f5678065220d91786a";"dfc40fef99dc8d3fc3991872b06532bc";"12b54c72c6a31c7de18ae53ced01c3e2";"Y";"";"";"";"";0.0
"2a9b214a4046bd9b3fb82bfe50a51cbd";"d561f5324cf599a722a7743cf3deac17";"d8c8377c718bd3af51e1ff7e66da88e3";"Y";"";"";"";"";0.0
"2b058fddd85aa2ac5f99580b5eed5e2d";"d561f5324cf599a722a7743cf3deac17";"804ade9b17efbfa2f19bf6229fd1b675";"Y";"";"";"";"";0.0
"2b5f39c7207e09e8cb4cc059c81a8a14";"d561f5324cf599a722a7743cf3deac17";"29c56adb25c3e7b078db52293c8fc7c7";"Y";"";"";"";"";0.0
"2bceae56d590f787106bee09ea49854c";"dfc40fef99dc8d3fc3991872b06532bc";"b6c34a2a2ecc3e345433b70f1f120c62";"Y";"";"";"";"";0.0
"2c7ec6c4ac6a91063346f18fbff3389e";"d561f5324cf599a722a7743cf3deac17";"516ab954c38e3cf7f9033d8edbcd5c64";"Y";"";"";"";"";0.0
"2ebe40b6185dedc9801c0dbe5b904ad4";"dfc40fef99dc8d3fc3991872b06532bc";"c3d18e30657f122c04b6c000be99287f";"Y";"";"";"";"";0.0
"2ee6edf66006a5512a478277273a9de4";"dfc40fef99dc8d3fc3991872b06532bc";"6a533ed378fbff30d3da75dd5dd82f32";"Y";"";"";"";"";0.0
"2ef755ae0c56286ea879c15fe0a5e9ee";"d561f5324cf599a722a7743cf3deac17";"a2d2824bd908632a5b5c3db75b52c719";"Y";"";"";"";"";0.0
"2f66720d03cb4d9e966dc9d6bd60377f";"dfc40fef99dc8d3fc3991872b06532bc";"885f21acc9a2d883f19b022234dad4e8";"Y";"";"";"";"";0.0
"306c52334a37e7cf6797ec1c38c1404e";"dfc40fef99dc8d3fc3991872b06532bc";"dd540eb11a51cff83b9e352ea7126d18";"Y";"";"";"";"";0.0
"31c7e21cee5b930fb947d41f21270b99";"d561f5324cf599a722a7743cf3deac17";"1da9f47cb18187bf9bc567c3aa498d79";"Y";"";"";"";"";0.0
"32b83c1aed384260546d345e29057d20";"dfc40fef99dc8d3fc3991872b06532bc";"b3e8db9ea7c5a82c001bff6105f68b16";"Y";"";"";"";"";0.0
"32ebdcc37c1648cee885f3ffb6840f49";"d561f5324cf599a722a7743cf3deac17";"93a6472f5f8e5dd2a056159103f0c4a0";"Y";"";"";"";"";0.0
"348f42620ce6ba8b3f3946292e0d7888";"dfc40fef99dc8d3fc3991872b06532bc";"71c7c21437f3230d18f0449e3d042baf";"Y";"";"";"";"";0.0
"3626bcfe41756770372a623f137d2cd2";"dfc40fef99dc8d3fc3991872b06532bc";"e17e5362b92859046f0b14befc0c8999";"Y";"";"";"";"";0.0
"36890c6f1a1e5a0c1b82b51b51d6e34c";"d561f5324cf599a722a7743cf3deac17";"07703cfa31f2137e62f168b0dd38a2e6";"Y";"";"";"";"";0.0
"384b7de90278176d0a4c01b003b534f7";"dfc40fef99dc8d3fc3991872b06532bc";"d49bcccfef25bc0e9cc65f380db99f9c";"Y";"";"";"";"";0.0
"393f51accea7171d79876f26e2fef5f4";"dfc40fef99dc8d3fc3991872b06532bc";"859761cb1afc8edfe265cbe1b3f61fe5";"Y";"";"";"";"";0.0
"39bf42e7b2e371f93a10353df3eae8ae";"dfc40fef99dc8d3fc3991872b06532bc";"056499c0eeea8fe95009bad94b658775";"Y";"";"";"";"";0.0
"3b1bf464563979f963849744a0554fb5";"dfc40fef99dc8d3fc3991872b06532bc";"5681c457be5b10f124442ebc2074f744";"Y";"";"";"";"";0.0
